taxonID,acceptedTaxonID,scientificName,scientificNameAuthorship,taxonRank,nameAccordingToID,nameAccordingToTitle,order,family,subfamily,tribe,genus,subgenus,speciesGroup,specificEpithet,infraspecificEpithet
ELASP3,ELASP3,Elaphrus (Neoelaphrus) sp.,Hatch,subgenus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Elaphrinae,Elaphrini,Elaphrus,Neoelaphrus,NA,sp.,NA
ELASP4,ELASP4,Elaphropus (Barytachys) sp.,Chaudoir,subgenus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Trechinae,Bembidiini,Elaphropus,Barytachys,NA,sp.,NA
ELASP5,ELASP5,Elaphropus (Tachyura) sp.,Motschulsky,subgenus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Trechinae,Bembidiini,Elaphropus,Tachyura,NA,sp.,NA
ELASP6,ELASP6,Elaphrus sp.,Fabricius,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Elaphrinae,Elaphrini,Elaphrus,NA,NA,sp.,NA
ELASP7,ELASP7,Elaphropus sp.,Motschulsky,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Trechinae,Bembidiini,Elaphropus,NA,NA,sp.,NA
ELASP8,ELASP8,Elaphrini sp.,Latreille,tribe,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Elaphrinae,Elaphrini,NA,NA,NA,sp.,NA
ELASP9,ELASP9,Elaphrinae sp.,Latreille,subfamily,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Elaphrinae,NA,NA,NA,NA,sp.,NA
ELASPP,ELASPP,Elateridae sp.,"Leach, 1815",family,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Elateridae,NA,NA,NA,NA,NA,sp.,NA
ELATAH,ELATAH,Elaphropus tahoensis,Casey,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Elaphropus,Barytachys,NA,tahoensis,NA
ELATRI,ELATRI,Elaphropus tripunctatus,Say,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Elaphropus,Barytachys,NA,tripunctatus,NA
ELATRO,ELATRO,Elaphrus trossulus,Semenov,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Elaphrinae,Elaphrini,Elaphrus,Elaphrus,NA,trossulus,NA
ELATUB,ELATUB,Elaphrus tuberculatus,Maklin,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Elaphrinae,Elaphrini,Elaphrus,Elaphrus,NA,tuberculatus,NA
ELAVER,ELAVER,Elaphropus vernicatus,Casey,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Elaphropus,Barytachys,NA,vernicatus,NA
ELAVIR,ELAVIR,Elaphrus viridis,Horn,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Elaphrinae,Elaphrini,Elaphrus,Elaphrus,NA,viridis,NA
ELAVIV,ELAVIV,Elaphropus vivax,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Elaphropus,Barytachys,NA,vivax,NA
ELAXAN,ELAXAN,Elaphropus xanthopus,Dejean,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Elaphropus,Barytachys,NA,xanthopus,NA
ELLACU,ELLACU,Elliptoleus acutesculptus,Bates,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Platynini,Elliptoleus,NA,NA,acutesculptus,NA
ELLBLA,ELLBLA,Ellipsoptera blanda,Dejean,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,blanda,NA
ELLCUP,ELLCUP,Ellipsoptera cuprascens,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,cuprascens,NA
ELLGRA,ELLGRA,Ellipsoptera gratiosa,Guerin-Meneville,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,gratiosa,NA
ELLHAM,ELLHAM,Ellipsoptera hamata,Audouin and Brullé,species,www.itis.gov,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,hamata,NA
ELLHAM1,ELLHAM1,Ellipsoptera hamata lacerata,Chaudoir,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,hamata,lacerata
ELLHAM2,ELLHAM2,Ellipsoptera hamata monti,Vaurie,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,hamata,monti
ELLHAM3,ELLHAM3,Ellipsoptera hamata hamata,Audouin and Brullé,subspecies,www.itis.gov,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,hamata,hamata
ELLHIR,ELLHIR,Ellipsoptera hirtilabris,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,hirtilabris,NA
ELLLEP,ELLLEP,Ellipsoptera lepida,Dejean,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,lepida,NA
ELLMAC,ELLMAC,Ellipsoptera macra,LeConte,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,macra,NA
ELLMAC1,ELLMAC1,Ellipsoptera macra ampliata,Vaurie,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,macra,ampliata
ELLMAC2,ELLMAC2,Ellipsoptera macra fluviatilis,Vaurie,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,macra,fluviatilis
ELLMAC3,ELLMAC3,Ellipsoptera macra macra,LeConte,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,macra,macra
ELLMAR,ELLMAR,Ellipsoptera marginata,Fabricius,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,marginata,NA
ELLMAR1,ELLRUB,Ellipsoptera marutha,Dow,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,NA,NA,Ellipsoptera,NA,NA,marutha,NA
ELLNEV,ELLNEV,Ellipsoptera nevadica,LeConte,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,nevadica,NA
ELLNEV1,ELLNEV1,Ellipsoptera nevadica citata,Rumpp,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,nevadica,citata
ELLNEV2,ELLNEV2,Ellipsoptera nevadica knausii,Leng,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,nevadica,knausii
ELLNEV3,ELLNEV3,Ellipsoptera nevadica lincolniana,Casey,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,nevadica,lincolniana
ELLNEV4,ELLNEV4,Ellipsoptera nevadica makosika,LeConte,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,nevadica,makosika
ELLNEV5,ELLNEV5,Ellipsoptera nevadica nevadica,LeConte,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,nevadica,nevadica
ELLNEV6,ELLNEV6,Ellipsoptera nevadica olmosa,Vaurie,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,nevadica,olmosa
ELLNEV7,ELLNEV7,Ellipsoptera nevadica tubensis,Cazier,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,nevadica,tubensis
ELLPUR,ELLPUR,Ellipsoptera puritana,Horn,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,puritana,NA
ELLRUB,ELLRUB,Ellipsoptera rubicunda,Harris,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,rubicunda,NA
ELLSP,ELLSP,Elliptoleus sp.,Bates,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Platynini,Elliptoleus,NA,NA,sp.,NA
ELLSP1,ELLSP1,Ellipsoptera sp.,Dokhtouroff,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,sp.,NA
ELLSPE,ELLSPE,Ellipsoptera sperata,LeConte,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,sperata,NA
ELLSPE1,ELLSPE1,Ellipsoptera sperata inquisitor,Casey,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,sperata,inquisitor
ELLSPE2,ELLSPE2,Ellipsoptera sperata sperata,LeConte,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,sperata,sperata
ELLWAP,ELLWAP,Ellipsoptera wapleri,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Ellipsoptera,NA,NA,wapleri,NA
ENDPRA,ENDPRA,Endynomena pradieri,Fairmaire,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Lebiini,Endynomena,NA,NA,pradieri,NA
ENDSP,ENDSP,Endynomena sp.,Chaudoir,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Lebiini,Endynomena,NA,NA,sp.,NA
EUCAMA,EUCAMA,Eucamaragnathus amapa,Erwin and Stork,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Hiletinae,Hiletini,Eucamaragnathus,NA,NA,amapa,NA
EUCBOY,EUCBOY,Eucheila boyeri,Solier,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Lebiini,Eucheila,Inna,NA,boyeri,NA
EUCSP,EUCSP,Eucaerus (Eucaerus) sp.,LeConte,subgenus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Lachnophorini,Eucaerus,Eucaerus,NA,sp.,NA
EUCSP1,EUCSP1,Eucheila (Inna) sp.,Putzeys,subgenus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Lebiini,Eucheila,Inna,NA,sp.,NA
EUCSP2,EUCSP2,Eucamaragnathus sp.,Jeannel,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Hiletinae,Hiletini,Eucamaragnathus,NA,NA,sp.,NA
EUCSP3,EUCSP3,Eucaerus sp.,LeConte,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Lachnophorini,Eucaerus,NA,NA,sp.,NA
EUCSP4,EUCSP4,Eucheila sp.,Dejean,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Lebiini,Eucheila,NA,NA,sp.,NA
EUCVAR,EUCVAR,Eucaerus varicornis,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Lachnophorini,Eucaerus,Eucaerus,NA,varicornis,NA
EUNSP,EUNSP,Eunota sp.,Rivalier,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Eunota,NA,NA,sp.,NA
EUNTOG,EUNTOG,Eunota togata,LaFerté-Sénectère,species,www.itis.gov,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Eunota,NA,NA,togata,NA
EUNTOG1,EUNTOG1,Eunota togata fascinans,Casey,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Eunota,NA,NA,togata,fascinans
EUNTOG2,EUNTOG2,Eunota togata globicollis,Casey,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Eunota,NA,NA,togata,globicollis
EUNTOG3,EUNTOG3,Eunota togata togata,LaFerte-Senectere,subspecies,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Cicindelinae,Cicindelini,Eunota,NA,NA,togata,togata
EUPABJ,EUPABJ,Euproctinus abjectus,Bates,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Lebiini,Euproctinus,Neoeuproctus,NA,abjectus,NA
EUPBAL,EUPBAL,Euproctinus balli,Shpeley,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Lebiini,Euproctinus,Neoeuproctus,NA,balli,NA
EUPOCC,EUPOCC,Euphorticus occidentalis,Horn,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Lachnophorini,Euphorticus,NA,NA,occidentalis,NA
EUPPUB,EUPPUB,Euphorticus pubescens,Dejean,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Lachnophorini,Euphorticus,NA,NA,pubescens,NA
EUPSP,EUPSP,Euproctinus (Neoeuproctus) sp.,Shpeley,subgenus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Lebiini,Euproctinus,Neoeuproctus,NA,sp.,NA
EUPSP1,EUPSP1,Euphorticus sp.,Horn,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Lachnophorini,Euphorticus,NA,NA,sp.,NA
EUPSP2,EUPSP2,Euproctinus sp.,Leng and Mutchler,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Lebiini,Euproctinus,NA,NA,sp.,NA
EUPTRI,EUPTRI,Euproctinus trivittatus,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Lebiini,Euproctinus,Neoeuproctus,NA,trivittatus,NA
EURGRO,EURGRO,Euryderus grossus,Say,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Harpalinae,Harpalini,Euryderus,NA,NA,grossus,NA
EURSP,EURSP,Euryderus sp.,LeConte,genus,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Harpalinae,Harpalini,Euryderus,NA,NA,sp.,NA
