taxonID,acceptedTaxonID,scientificName,scientificNameAuthorship,taxonRank,nameAccordingToID,nameAccordingToTitle,order,family,subfamily,tribe,genus,subgenus,speciesGroup,specificEpithet,infraspecificEpithet
BEMARA,BEMARA,Bembidion aratum,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Notaphus,rapidum,aratum,NA
BEMARC,BEMARC,Bembidion arcticum,Lindroth,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Plataphus,NA,arcticum,NA
BEMARE,BEMARE,Bembidion arenobile,Maddison,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Pseudoperyphus,NA,arenobile,NA
BEMARI,BEMDUR,Bembidion arizonae,Lindroth,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,NA,NA,Bembidion,NA,NA,arizonae,NA
BEMATE,BEMATE,Bembidion ateradustum,Liebherr,species,doi: 10.2992/0097-4463-77.1.31,"Liebherr, J. K. 2008. Taxonomic revision of Hawaiian Bembidion Latreille (Coleoptera: Carabidae: Bembidiini) with a discussion of their reductive and derivative evolutionary specializations. Annals of Carnegie Museum 77:31-78.",Coleoptera,Carabidae,NA,NA,Bembidion,NA,NA,ateradustum,NA
BEMATO,BEMATO,Bembidion atomarium,Sharp,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,NA,NA,atomarium,NA
BEMAUR,BEMAUR,Bembidion auratum,Perkins,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,NA,NA,auratum,NA
BEMAUX,BEMAUX,Bembidion auxiliator,Casey,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Notaphus,NA,auxiliator,NA
BEMAVI,BEMAVI,Bembidion avidum,Casey,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Hirmoplataphus,NA,avidum,NA
BEMBAL,BEMBAL,Bembidion balli,Lindroth,species,http://www.itis.gov (accessed 10/07/2014),"The Integrated Taxonomic Information System on-line database, http://www.itis.gov, accessed Oct 7, 2014",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Bracteon,NA,balli,NA
BEMBAS,BEMBAS,Bembidion basicorne,Notman,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Plataphus,NA,basicorne,NA
BEMBEL,BEMBEL,Bembidion bellorum,Maddison,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Pseudoperyphus,NA,bellorum,NA
BEMBIF,BEMBIF,Bembidion bifossulatum,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Ochthedromus,NA,bifossulatum,NA
BEMBIM,BEMBIM,Bembidion bimaculatum,Kirby,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Asioperyphus,NA,bimaculatum,NA
BEMBLA,BEMATE,Bembidion blackburni,NA,species,doi: 10.2992/0097-4463-77.1.31,"Liebherr, J. K. 2008. Taxonomic revision of Hawaiian Bembidion Latreille (Coleoptera: Carabidae: Bembidiini) with a discussion of their reductive and derivative evolutionary specializations. Annals of Carnegie Museum 77:31-78.",Coleoptera,Carabidae,NA,NA,Bembidion,NA,NA,blackburni,NA
BEMBOW,BEMBOW,Bembidion bowditchii,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,NA,NA,bowditchii,NA
BEMBRA,BEMBRA,Bembidion brachythorax,Lindroth,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Plataphus,NA,brachythorax,NA
BEMBRE1,BEMBRE1,Bembidion breve,Motschulsky,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Plataphus,NA,breve,NA
BEMBRE2,BEMBRE2,Bembidion brevistriatum,Hayward,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Hydriomicrus,NA,brevistriatum,NA
BEMBRU,BEMBRU,Bembidion bruxellense,Wesmael,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Peryphus,NA,bruxellense,NA
BEMCAL1,BEMCAL1,Bembidion californicum,Hayward,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Hydriomicrus,NA,californicum,NA
BEMCAL2,BEMCAL2,Bembidion callens,Casey,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Notaphus,NA,callens,NA
BEMCAN,BEMCAN,Bembidion canadianum,Casey,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Trepanedoris,NA,canadianum,NA
BEMCAR1,BEMCAR1,Bembidion carinatum,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Odontium,NA,carinatum,NA
BEMCAR2,BEMCAR2,Bembidion carinula,Chaudoir,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Bracteon,NA,carinula,NA
BEMCAR3,BEMCAR3,Bembidion carolinense,Casey,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Plataphus,NA,carolinense,NA
BEMCAS,LIOCAS,Bembidion castum,Casey,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,NA,NA,Bembidion,NA,NA,castum,NA
BEMCAS1,BEMCAS1,Bembidion castor,Lindroth,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Notaphus,NA,castor,NA
BEMCHA,BEMCHA,Bembidion chalceum,Dejean,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Pseudoperyphus,NA,chalceum,NA
BEMCHE,BEMCHE,Bembidion cheyennense,Casey,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Ochthedromus,NA,cheyennense,NA
BEMCHI,LIOCHI,Bembidion chintimini,NA,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,NA,NA,Bembidion,NA,NA,chintimini,NA
BEMCLE,BEMCLE,Bembidion clemens,Casey,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Trepanedoris,NA,clemens,NA
BEMCOE,BEMCOE,Bembidion coecum,Sharp,species,doi: 10.2992/0097-4463-77.1.31,"Liebherr, J. K. 2008. Taxonomic revision of Hawaiian Bembidion Latreille (Coleoptera: Carabidae: Bembidiini) with a discussion of their reductive and derivative evolutionary specializations. Annals of Carnegie Museum 77:31-78.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,NA,NA,coecum,NA
BEMCOE1,BEMCOE,Bembidion coecus,Sharp,species,doi: 10.2992/0097-4463-77.1.31,"Liebherr, J. K. 2008. Taxonomic revision of Hawaiian Bembidion Latreille (Coleoptera: Carabidae: Bembidiini) with a discussion of their reductive and derivative evolutionary specializations. Annals of Carnegie Museum 77:31-78.",Coleoptera,Carabidae,NA,NA,Bembidion,NA,NA,coecus,NA
BEMCOL,BEMALA,Bembidion colvillense,Lindroth,species,doi: 10.3897/zookeys.245.3416,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.",Coleoptera,Carabidae,NA,NA,Bembidion,NA,NA,colvillense,NA
BEMCOL1,BEMCOL1,Bembidion coloradense,Hayward,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Notaphus,NA,coloradense,NA
BEMCOM1,BEMCOM1,Bembidion commotum,Casey,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Testediolum,NA,commotum,NA
BEMCOM2,BEMCOM2,Bembidion complanulum,Mannerheim,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Plataphus,NA,complanulum,NA
BEMCOM3,BEMCOM3,Bembidion compressum,Lindroth,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Plataphus,NA,compressum,NA
BEMCON1,BEMCON1,Bembidion concolor,Kirby,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Hirmoplataphus,NA,concolor,NA
BEMCON10,BEMCON10,Bembidion conspersum,Chaudoir,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Notaphus,NA,conspersum,NA
BEMCON11,BEMCON11,Bembidion constricticolle,Hayward,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Neobembidion,NA,constricticolle,NA
BEMCON12,BEMCON12,Bembidion constrictum,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Notaphus,NA,constrictum,NA
BEMCON2,BEMCON2,Bembidion consuetum,Casey,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Notaphus,NA,consuetum,NA
BEMCON3,BEMCON3,Bembidion contractum,Say,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Notaphus,NA,contractum,NA
BEMCON4,BEMCON4,Bembidion convexulum,Hayward,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Semicampa,NA,convexulum,NA
BEMCON5,BEMCON5,Bembidion concretum,Casey,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Trepanedoris,NA,concretum,NA
BEMCON6,BEMCON6,Bembidion confusum,Hayward,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Odontium,NA,confusum,NA
BEMCON7,BEMCON7,Bembidion connivens,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Trepanedoris,NA,connivens,NA
BEMCON8,BEMCON8,Bembidion consanguineum,Hayward,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Peryphus,NA,consanguineum,NA
BEMCON9,BEMCON9,Bembidion consimile,Hayward,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Notaphus,NA,consimile,NA
BEMCOR1,BEMCOR1,Bembidion cordatum,LeConte,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Notaphus,NA,cordatum,NA
BEMCOR2,BEMCOR2,Bembidion corticarium,Sharp,species,isbn: 3933896061 9783933896063,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,NA,NA,corticarium,NA
BEMCOR3,BEMCOR3,Bembidion corgenoma,Dejean,species,doi: 10.3897/zookeys.1007.60012,"Maddison, D.R. 2020. Shards, sequences, and shorelines: two new species of Bembidion from North America (Coleoptera, Carabidae). ZooKeys 1007: 85–128.",Coleoptera,Carabidae,Trechinae,Bembidiini,Bembidion,Peryphus,transversale,corgenoma,NA
